text,sentiment
senang sekali game nya seruu selalu aku tim ga kapan sih aku dapet tim bagus padahal rank lohh malah kasih tim ga main aku capek sama ml sekarang meski aku tetap setia sama ml apa ada nya karna aku uda nyaman mayan banyak event yg dapat skin gratiss,Positif
dong dibetulin kalau saya akan main game pas jalan jalan internetnya aman aman pas mau nyerang musuh ngelag nya bukan main pas mau pakai ulti tiba tiba mati betulin lah percuma game bagus,Negatif
wah game parah mai ngelag mulu draft ngelag bgt padahal hp sama ms lancar oke game tiba tiba merah padahal ms stabil jaring hijau mlnya tetep lag loby tiba tiba lag sendiri gada koneksi internet padahal jyga ms stabil lah baik dulu jangan fokus hero hero baru dulu fokusin server lu noh ngelag,Negatif
bener aja tun gua tau device gua udh lumayan jelek ml skrg infinix hot yg bener aja semenjak update gua login in game menit lebih udh tinggal level pas draftpick aja lot please lah ringanin dikit minimal gua jgn menit pas masuk gamenya kalo gin mulu gua pindah game co,Negatif
kasih bintang karena akhir pas mau mulai main rank loading ny nyendat lama sebab sering afk sendiri karna gak masuk main mentok trus,Netral
game hama banyak drak sistem bocil kaga tau counter sama item game mana cuma bales maaf kak akan cipta game komitmen alah jembt gua saranin mending game laen ni game bikin depresi bukan bikin healing udah leg pas in game padahal sinyal bagus,Positif
ganti season rank selalu turun uda mytic tetap jadi epic rank top local turun main game lama tahun rasa sia sia gak yang banggain semua waktu kerja keras tidak di harga pihak buat game korban main game panjang hari di anggap sampah mereka so di baik sistem nya tidak main game lagi hanya buang buang waktu saya cari game yg harga main,Netral
apa apa telah update sinyal makin jelek banget asik main tinggal end tiba tiba nge lag ilang sinyal relog kali kali masuk game langsung lobby aneh nya hasil tanding barusan hilang data parah akun di lobby ga rank ga classic ga brawl apa maksud nya moonton woii,Negatif
eh monton taik gue kasih bintang lah temuin sama player yg baru download baru main gue capek satuin sama yg drak sistem gitu lh baik monton klo gin terus yg ml gk maju maju nya buat player baru nya tolong lh jngn yg udah miytik di satuin sama mech yg baru main baru download,Positif
lebih baik pensi pada tahan makin lama makin berat data nya makin banyak mending main hok game enteng ga berat,Positif
game gak asik tiap bintang kalah x pas pake hero mmr selalu kalah gilir pake hero menang mulu banyak bocah gak main game jelek hitam bagus main individu kalo game di untuk main kelompok mending lu ubah game,Netral
update buka makin bagus malah makin rusak sinyal bagus hp bagus malah ngelag server rusak buka cepet baikin jangan di buka dulu mode rank nya malah ampas ga kompensasi,Negatif
halo moonton sorry bgt ni minta tlong dong baik jaring aduh prh bgt pas game lag parah menggangu main rekan juga yg rasa ngaruh yg pakai android yg pakai iphone kata sih lag pliss moonton plis bgt,Negatif
betulin matchmaking gk perlu kasih skin gratis benyak hanya perlu matchmaking betulin masak tim rank tinggi legend nabrak musuh rank tinggi imortal glory siap update bukan makin bagus malah makin buruk matchmaking nya,Netral
maksud apa ngelag padahal jaring oke game rusak sistem match making makin sulit tim egois nih game ga layak maen rebuild aja game lu bgsat server bapuk dah banyak tuh yg komplen kata prioritas nyaman game yg kelar maen cuma tres doang gw dah muak sma jaring lag dah cukup gw pusing irl gw main game biar relax bukan nya tambah tres,Negatif
item sepatu swift boots atribut terlalu kecil harga sama sepatu lain banyak sekali hero mm yg pilih beli item sepatu sebut anggap tidak efektif sepatu swift boots perlu sesuai ulang misal tambah pasif unik item tambah attack speed jadi tambah movement speed jadi tambah atribut adaptive attack,Netral
monton hormat mohon jangan ijinkan playar screenshot profil foto sering jadi tim terima kalah screenshot foto profil lalu diviralkan media sosial malu sangat tidak relevan karena hanya buah game dampak mental orang telah viralkan terimakasih,Netral
makin lama makin gak nyaman buat main sejak reset season sekarang pas loading screen stuck itu pas tunggu baru mulai gerak menit paling cepet benerin dong muntun,Negatif
game steressss bnyak bngat bug season cepat baik soal sangat turun performa main player di baik cepat,Positif
game sangat bagus wajib main gameplay selalu seru update terus tarik ada beberapa saran mohon tambah kustomisasi quick chat lebih banyak ketat sistem report sanksi toxic player hadir mode turnamen in game lebih serius ranked terima kasih moonton tahan kualitas,Positif
beri bintang gamenya bagus sekali banyak colebnya anime keren naruto sangat sering main ml saya banyak ajar player ml yg punya skil jago skayler udh doang makasih buat monton udh nyiptain game bagus dan keren banget,Positif
update patch baru jadi sering frame patah patah delay padahal jaring bagus buat pihak moonton di baik para player jadi lebih nyaman main terimakasih,Positif
kocak bgt lu moonton lebih mentingin colab ketimbang benerin server sendiri nyaman player bkn banyak lu ngeluarin skin mahal colab doang gameplay penting jaring lancar in game hubung ulang terus maksud apa coba bukan game beta loh tolong lah,Netral
ini menghububgkan terus sdh hapus cache sudah restart game mentok gk gabung game gak masuk lobi jaring lancar jaya,Netral
game ada adil game draft pick tim musuh imbang buat banyak player susah tingkat rank main santai sini beri bintang guna tahu game tidak milik adil,Netral
banyak sekali dark syatem main rank classic bahkan brawl sekalipun ketemu tim ngetroll musuh jago sudah coba main brawl match match sebut kalah,Netral
eh monton hormat knp pas apdet jaring makin ngeleg sii jelas rugi bangett main jaring bagus tpi knp pas tanding malah ngeleg parah di baik rengk turun karna ngeleg kaga ngotak,Positif
udah lama main gamenya game nya bener seru cuman gitu kadang pas main rank jaring jelek padahal ngga sampe mati nak turret lawan jalan sendiri bilang gaada jaring pdhl baru ganti wifi apa wifi ku masalah padahal coba mainin apa aja tu gamenya seru kok kalo bosen main mlbb biar mood kadang kesel pas defeat aku paling suka game bisa dimainin offline tapi saya ga tau cara buka brawl pas main offline,Negatif
makin kesini makin parah cari lawan nya sistem anti dark sistem gua ga ngaruh soal nya ada isi isi roam banyak roam luar tank plus banyak support dipick jadi males buat player yg main nya sekarang sering ketemu tim ngetrol gajelas game burik gajelas kasih bintang,Negatif
game rusak sistem matchmaking lama sering keluar sendiri lagi kalau main biasa rekan paham game tidak erti role hal dapat rusak alam main player,Negatif
tidak suka login guna akun moonton pindah akun email sudah benar juga passwor tombol login tidak warna bahkan saya hubung cs tapi kalian jawab coba baik mana padahal akun sayang ku,Positif
maen ml ngelag terus sinyal paket tapi gamenya cari mabar pilih skin pilih hero ngelag banget makin lama makin tua makin gak jelas game kalau masalah sistem hp android merek lain jangan ganggu main lama lama males maen ni game dulu kok gak baik benar,Negatif
ingin lapor akun email monton di ganti orang lapor nya pihak tim cs mlbb tanggap nya sangat kecewa padahal mau ganti alamat email montonnya bukti sudah kuat ubah itu ss transaksi top up tanggal buat akun juga saya lapor nya pakai perangkat percaya hasil apa hasil nya sangat kecewa,Negatif
game makin sini makin jelek pas turun season masa pas main gw lag parah wifi gw bagus hijau hijau aj terus dapet tim ga guna semua musuh jago nya luar biasa nyesel gw mainin ni game sama top up buat game,Negatif
ketemu orang egois gak ajak kerja sama terus pass laporin malah anggap sepele sama geme males tau ama game kurang ketat udah lah susah tim atur gak pernah bagus kalo buat clasic gak apa apa malah rank draksistem lucu gak lucu mah kira enak apa gendong tim di kasih tau ngelunjak lama lama retas nih game liat lah,Positif
game ga jelas kasih tim anomali terus musuh terlalu jago udah minta bantu aja kasih tim anomali bot game ga jelas,Netral
game toxic penuh caci maki game aneh bug mana kadang kontrol kadang sinyal match making sering imbang kadang dage musuh terlalu besar walaupun guna item armor penuh slot item tetap musuh hasil dage tinggi,Negatif
akhir akhir sering sekali kalah terus selalu dapet musuh kuat udh turut turut ga kasih menang baik sistem tolong rolenya ganti dulu fitur pilih role makin ga pake role dan pilih role harus aja kayak dulu,Positif
banyak bug nya semenjak update season kemaren jaring gua jadi tambah lag parah padahal belum moga baca pihak moonton langsung biar cepat tangan,Negatif
matchmaking nya tara hapus aja dah fitur lintas rank nyusahin player beneran niat naikin rank adain juga fitur lane buat solo ranked biar main nya yang gitu lo soal nya aku pernah ketemu kasus orang match nya gold lane trus match nya hyper lucu nya malah jadi hyper,Negatif
matchmaking rusak kadang jaring jg henti sendiri padahal wifi bagus gk lot main solo systemnya kayak judol kasih menang trus kasih lose stresk banyak nya biar tagih mvp kalah lebih banyak lgi klo main solo game rusak udah nih makan playernya banyak yg pindah game belah,Negatif
main aneh main alami main henti gerak padahal sinyal bagus main masih gerak bisa kendali udah coba beberapa cara masih bisa salah satu sebab yang saya henti main main mohon baik main ikut henti main main ini seperti saya terima kasih,Positif
harga kosmetik mobile legends terlalu mahal detail kurang perhati contoh skin lena zenith milik efek recall di mode elf di mode iblis ada harga tinggi detail ini lebih perhati skin benar benar padan dengan harga gua bikin b ada mungkin up di baca moonton jijik,Netral
game bagus sayang montoon plis dong menang kali kalah mvp trus macam apa tim nya kaya bot gitu dapat gua mau pensi mobile legend cape asli serius trus main game emosi aja ku ken naik imortal susah tim random sama aja solo ketemu bot njir lah tambah alesan trus lag lag banyak misal season ikut gitu beneran mau pensi asli,Negatif
makin update malah ngleg main gak se imbang masa solo nya yg mabar baik moonton sistem maching nya kasih yg adil,Netral
game sangat bagus season lalu bisa capai legend waktu hari sekarang empat hari stuck epik empat kadang dapet mm jungler mage exp tapi turut adalah semangat menang,Netral
bagus sih cuman kalau main tuh selalu kasi tim plenger semua mau gendong mulu sistem cariin tim bagus dikit ding jangan kasi gua tim plenger mulu dah depresi gua,Positif
di baik dong game bagus masa jaring acak acak masa jaring bagus pas main malah lag parah ngeganggu forma tau gak bicara nada kecewa,Positif
gamenya awal season ngepush selalu kalah lebih gampang kan menang rank epic jangan ngelag gamenya lebih mudah menang rank epic epic sampai epic,Negatif
lah moonton sistem matchmaking nya benerin masalah udah lama tpi aja kayak gin gw udh cape main game main udah bener menang lane rotasi tapi tim nya banyak ga ngerti main jadi lah adil kan sistem matchmaking nya enggak role nya ga tabrak,Netral
biasa system terlalu sering adil bayang lose streak kali player solo game sangat sulit musuh benar di tim sendiri asa vs mau jago kalau tim saja macam bot gak bisa apa lagi solo lawan mabar akan rekomendasi teman untuk renti main game,Negatif
sering lag tanding saat tarung sering kali lag freeze sering sekali guna game guna cheat buat main lancar lalu guna rating bawah jgn matching rating atas tier jauh beda poin bawah jangan ranked guna afk troller buat main fairplay sadar baik,Negatif
game nya bagus sayang banyak dark sistem banyak kalo main random sering sekali ketemu tim yg gk mau kontribusi karna lah sekarang emosi sendiri kecewa sistem moonton yg kurang bagus bagi tim lapor main yg yg bilang awal jadi apa apa akun entah kredit skor kurang tidak ada ngaruh saya sudah match tapi mas tahan mythic nge stag situ situ aja,Positif
makin kesini makin aneh utama jaring udah pake data wifi malah makin ngelag ketimbang make wifi doang bukan baik malah makin parah hadehhh bintang,Negatif
main baik ping jalan baik main walaupun match imbang jadi masalah masuk in game yang patut masuk detik semenjak update bulan lalu mulai masuk detik lebih awal ngira hp udah gak mumpuni eh nyata aplikasi langsung saat download ulang lancar sekali game play masuk detik bahkan saat udah full download data langsung masuk detik lebih gameplay nya lancar banget masuk in game gak,Positif
montoon knp ganti akun minta verivikasi sii ga semua orang inget gmail yg kait plisss jgn bikin atur yg bikin player jdi sulit pindah pindah akun,Netral
woi ngapa gw main mnt tiba tiba dc keren sia sia gw main ujung ujung dc masalah server keren game keren kalo awal awal mah ga masalah udah main hampir end malah dc match belum ga muncul aneh game aneh,Positif
sangat senang habis season main sinyal sangat stabil sangat pengaruh tanding lebih baik benah sistem dulu player main nyaman terimakasih,Positif
baik dong game nya baru update kok lag tiap main game buat main gk nyaman aja kasihan yg main padahal game banyak minat nya jadi moonton baik game nya update bukan nya lancar malah buat emosi,Positif
rating aja ah collab nya ga niat cs nya bot doang jadi tanggapanya cuma itu mulu sistem matchnya ga bebas role tentu padahal player nya tentu main role sebut bodoh banyak bot mai benar benar bego,Negatif
tolang dong jaring betul kan rasa yaman main masuk tanding saya tinggal berapa menit di baik mohon kerjasama,Negatif
main kurang lebih lama tahun sejak tahun saya rasa sistem matchmaking game itu adil bukti saya dapat tim main tidak serius laku langgar tim musuh sangat pandai pintar main saya jadi kalah saya alami kalah untun kali turut turut jujur saya sangat kecewa game karena sistem sebut,Negatif
rank glory gua main frangko ranked roamer menang tanding victory tiba tiba hubung ulang akhir gua relog pas gua liat hasil tanding tanding sebut ngga dan rank gua tetep sama alias ga naik sistem sampah padahal pas main gaada lag sama sekali,Negatif
gm moba bagus bagi hp kentang gm jelek karana geleg turut ini gm bagus saya semua hero gratis kan kalo hero legends aja biar orang g punya hero bagus gerasain hero mantap yang skil y bagus buat main farti sama temen,Positif
selalu kalah dapat tim tidak di andal balik tim musuh dapat tim kompak di benerin sistem matchmaking nya kuat tim imbang,Netral
maap ni montod gua kasi bintang gua td baru main sinyal bagus tiba tiba nge frez gua relog mas ga masuk sinyal bagus padahal bikin repot aja dah tau susah nyari bintang tu klo solo trus sistem nya gin anj emg,Positif
stabilisasi jaring nya kacau masa awal game ping stabil bawah ms bahkan bawah ms tiba tiba langsung naik ms rugi bikin game kalah segera baik banyak kesal tinggal game halah review kek gin gak bakal tanggepi kan makin kesini makin gak jelas ping nya,Positif
gamenya bagus cuma kali main muncul lag signal kurang efisien sedikit ganggu main tingkat kan tajam signal nya main bagus,Netral
apa cuma hp gua yg pas selesai draft pick sesuai akhir ngeframe klo baik dong gara gara gw telat masuk tanding nya sampe sampe afk sebab kredit skor gua turun sampe ga main rank tolong baik klo memang bug apa biar gua enak main,Negatif
game nya seru senang baik kadang aku sering ketemu lawan jago temen yg kurang main jadi beri lawan tara temen yg lumayan main lebih baik yg main tolong kalo lawan nya di setaraain sama mampu dan sering jadi lag main kadang pas udah masuk gem nya udah detik han padahal wifi lancar jadi tolong di baik kadang mach meking nya lama,Netral
dasar game rusak udah ngeleg permanen walaupun jaring bagus bagus tetap ngeleg reset seseon bukan reset rank malah reset jaring lebih bagus game moba belah yg adil ga rusa gak game mlbb ken nge push siap yg lengkap pas game malah ngeleg gatau knp bolak balik nyari sinyal cek jaring nonton tiktok lancar banget buka youtube lancar pas lanjut main tetep ngeleg dasar game jelek rusak jadi males login main mlbb nya,Negatif
aku kecewa sekali sama game kok tiba tiba game nya bisa buka walaupun uninstall kemudian download ulang tetap bisa buka aku minta akun bisa di buka,Negatif
baik bug sinyal dong wifi bagus apk lancar di ml ngelag sendiri pas ingame mohon baik min,Netral
overall udah bagus saran aja bikin match v versi cepat v kaya tetangga belah v nya jangan cuma lawan teman dong satu untuk beli emblem langsung dong jangan sistem acak gitu biar cepat upgrade nya,Netral
game sudah cukup lumayan lama dari awal rilis saat masalah yaitu jaring setabil kalah jauh game moba yg jaring lebih baik padahal game adalah game favorit semua kalang kenapa usaha benah diri player puas terimakasih,Positif
jaring stabil luar waktu in game ping naik turun gak jelas benerin dulu masalah jaring baru lo bikin event macem,Netral
jangan download rekomen game bikin stres game maenin down server mulu sinyal bagus bisa pencet skill inti jangan download gw rekomen kalo lu udah capek hidup download aja nih game mesin lu upgrade nggak di upgrade,Positif
game bagus kadang kadang banyak cheater wifi lancar tpi lag terus pas main wifi rumah lancar jaring merah banyak bot yg joki jadi gatau cara main terus jaadi lose streak mohon baik sama kalo orang yg stuck epic legend terus immortal waktu yg cepat mohon beri hukum soal rugi orang kalau tidak main terus buat orang lose streak gimana game bakal sepi,Netral
buang buang waktu maen rank jam malem bintang sampe jam malem bintang tetep disatuin sma tim tier nya bawah kan aneh kalo gin trus mending pindah hok bagi tim yg aneh betul emang klo menang terus bakal bosan main ya kalah terus malah banyak yg uninstal contoh tmen kerja bnyak yg tadi maen bahkan sampe buat kompetisi skrng malah uninstal karna kecewa bagi tim maen rank bener buang waktu mending uninstal,Negatif
main game asa main judi kalau lostreak main bakal stress hilang bintang kata game senang mana bikin main emosi bahkan sampe ada lampias emosi orang yang jelas jelas gk salah mending game belah yang baru nama have fun rank nya mytik kasih musuh imo kan gk ngotak kalau mau ngasih musuh yang imbang napa,Negatif
game sangat buruk mulai sistem matchmaking adil bug jaring tanding masih banyak bintang game sangat tidak worth it main,Negatif
yaelah match making makin ga beres lama lama ganti game gw males top up sering kek dulu kalo match making nya gaberes betul moba belah gw mulai tarik,Negatif
moonton rusak emang makin parah aja kalo main solo tim sendiri isi nya darksistem semua gilir tim musuh kasih bagus game udah tahun aja sistem gak ngedetek player blo on,Netral
game apa sekarang kaya apa lah jaring season kemarin bug ping mulu baik apa lah moonton skin terus buat masalah sistem gak pernah tuh baik apa lah min,Positif
tanding adil misal nya solo musuh nya party smua tim nya tidak adil masa bot smua gw terus yg gendong kgk yg main terus musuh nya pada ngeri sumpah gak adil ni game,Netral
bintang satu dulu lama lama jadi jelek sekali kualitas nya main lag padahal hp jga memori penuh wifi bagus tiap war sudah mau menang selalu lag selalu lag pastiiiii selalu lag anjir lah baik dong sengaja kalah yaaa supaya jangan lagggggggg lagi capek ey main lag terus padahal wifi bagus banget emang aneh ni game hantu hadehh tetap mau main game cuma dong di baik kan nggk salah kan,Negatif
game cukup bagus cuma nih yah masa jaring ku amann aja tiba tiba lag pas afk cuma buat minum sebentar bug nya aneh banget sumpah padahal layar gak matiin loh nyala aneh banget tetap bagus sih inti nya moonton kali bug nya rangin okey,Netral
game moba sangat tarik senang baik yg pernah main capai rank sedikit kemarin malah turun ke sungguh main yg sangat indah tambah saya selalu dapat tim sangat pintar sekali ramah sopan egois erti sangat lincah main terimakasih moonthond telah cipta game moba indah panjang masa makin seru,Negatif
game ancur bisa nya gw main solo tim rank rendah tim lawan ketemu rank tinggi baik sistem nya tidak sulit player solo,Positif
terlalu bayak bug masalah lai jaring jelek handphone bagus gilir game jelek masalah gk kali kali jadi tiap gamplay moga aja baik kalau kayak gin semua player males main game,Negatif
ping sinyal error hijau ms lag parah saya milik kendala sinyal main game lancar lag ping stabil game susah gerak delay main padahal g wifi,Negatif
game tolong baik main mungkin server saat masuk game langsung lag parah entah ada guna cheat memang servernya tolong segera selidik baik cepat mungkin karena aku dapat skin spongebob nya terimakasih,Positif
baik lag bug nya draf pick kok tiba tiba leg di detik akhir sangat mengangu padahal simpan hp masih banyak,Negatif
apa play store ada bintang tiap main terus terus kalah udah gendong mvp aja kalah kalo kasih tim rada main sikit napa game bukan nya hibur bukan malah pancing amarah baik tim nya banar game suka,Positif
game mobile legends asli nya seru yang ngeselin ngelag nya padahal aku main game moba lancar aja jaring nya pas main game mobile legends ping gak karu karuan merah terus ya moonton fix,Negatif
udah berapa kali ulas edit gonta ganti terus game ngk pernah imbang lawan kasih susah tim kasih tier yg rendah awal season mentok epic cuma kasih tim yg ngk pernah padan musuh,Netral
silvana terlalu sering kurang kredit skor makanya kasih tambah bintang dulu kondisi internet gak baik kit kena afk dah laku deteksi jaring tetap kredit skor gak naik mau banding banyak rentet,Positif
mohon pihak moonton baik sistem matchmaking sistem matchmaking maksud oleh tim imbang main solo ranked saran untuk temu sesuai data statistik main baik tim musuh maupun tim sendiri tidak kecewa player main solo ranked bayang main jam sore hingga siang tidak dapat oleh bintang justru bintang saya turun bintang mohon bijak moonton,Positif
monton terlalu gila hingga buat gua hampir stress tanding season tahun hanya mentok honor jaring bagus lancar hp lumayan sering ngebug lostrek sampe x gila ga tuh monton turun bintang apk awal season cuma mentok diglory kan gila kurang cerdik gimana gua main,Netral
buat skin tampil udah bgus perbaikin sistem banyak lag game tim ga sesuai gw main solo ketemu tim ga tara musuh main trio or party hadeh plis lah moonton,Netral
lumayan tolong jangan bug macam selalu kalah padahal tim udah bagus musuh ga jago mereka pake chit dibiarin aja,Netral
update malah lag parah mau coba hero baru halang sama lag di optimal agar lag awal update,Negatif
nontoon plis baik game mobile legends nya dong pas aku main kan sinyal hijau tiba tiba ngelag nembus tembok jalan sendiri gera tim semua ngelag pas aku ngelag sinyal hijau ngelag cuaca tidak hujan mohon di baik game nya ton nonton sekian terima apa,Negatif
main game kenapa sinyal selalu ngelag padahal buka youtube game lain online ngelag sama sekali masalah nya hp saya mungkin saya butuh ganti hp jika masalah di server baik,Negatif
game gajelas sinyal padahal bagus pas main malah merah terus kadang hero ga gerak padahal udah gerakin analog benerin lah bego gua main ni game cuman dapet kesel nya doang gara gara jaring nya tiba tiba jelek udah mode pesawat sama aja tetep ngeleg gw tungguin menit tetep ngeleg gw nonton anime aja kaga ngeleg ngeleg pas main ml malah ngeleg emang game nya mah,Netral
halo min gmn starlight ku level nya ga nambah ngestuck lu mau ngejebak gw ngtd nyolong duit gw gitu level ngestuck misi dah selesain semua tetep ga nambah bot keluh lu lambat jadi baik min kalo ga gw kasih bintang pake akun mau lebih sekian saya,Negatif
sekarang kurang layak main banyak bug sistem matchmatching imbang koneksi jaring tidak baik respon customer care tidak baik kurang erti apa maksud player lain sesuai rating ikan banyak orang main iki rating tidak baik bagaimana game kompetitif sifat internasional bagai player lama mungkin wakil suara banyak orang mungkin sepakat apa saya tulis di atas,Positif
min ya main mode chaos kok delay delay padahal sinyal sama hp kaga ngelag awal gw kira hp nya kaga kuat trus gw nyoba hp satu ip ttep aja knp min gjls bet wkwk,Negatif
matchmaking nya buruk pernah baik main solo duo alami troll system tidak imbang banyak main hasil buruk selalu pasang denga rank tinggi itu sangat ganggu main ingin game tahan lama sistem matchmaking baik baik mmr sama bagus jangan campur main smurf win rate buruk main win rate bagus tinggi sama yang pro pro jangan amatir,Positif
alam ku main mobile legend seru banyak tim eksport aku sukain contoh onic rrq alter ego aku sangat senang main game moga depan game jadi game paling populer banyak gemar,Positif
ya moonton main ml tdi kata ganggu sinyal padahal jaring oke aj g ad yg masalah tiba lag eror tah keluar dri aplikasi main menit masuk in game langsung saya dpt notif afk padahal niat g afk jdi pihak moonton kalo ad salah baik yaa terimakasih banyak jangan lupa donwload ml sekarang ad event spongebob squarepants,Netral
banyak chit lag awal season urus moonton kalau uda kas bintang gara gara chit lag sistem yg masalah kalah kali kira gara gara jaring nyata semua tim ngeleg sekali tim musuh lancar aja sinyal nya urus,Negatif
makin update jadi makin banyak bugnya tambah makin berat sering banget ngeframe walaupun fiturnya opsi download data yg perlu tetep ga ngaruh,Negatif
gamenya gjls bisa nya solo awal season ketemu team epic main tier legend musuh legend game serasa main judi begitu karna menang kalah team ga jls harus bijak tier tier sesuai sama tier masing masing saran jangan cuma mikirin event doang pikirin sistem players sekarang kalau solo jangan gabung yang atau trio,Netral
padahal udh lose streak kali tetep mush nya kasih jago jago ampe balik epic bayangin dri epic bintang kek epic bintang udh mana tim nya suka ngetrol gk pernah kasih menang sumpah masa layla mid lane miya mid lane terus suka nge lag padahal wifi nya lancar udh main deket wifi kan aneh ampe loading nya terus pas balik udh nurun bintang nya pokok kasih lah menang biar player ml neng jangan skin terus ama baik nge lag nge,Negatif
gamenya bagus sekali ping tiba tiba jumping sebab speed mode sangat guna stabil saking guna ping tetap stabil digit,Positif
keluar matchmaking jadi sangat sulit saat main solo saat mau keluar kan hitung belum hitung selesai match bisa keluar langsung saat tanding sering alami lag padahal jaring lancar mode speed sudah di aktif,Negatif
gamenya sangat bagus main rekomendasi donlot karna gamenya sangat ramah lingkung juga hati hati maen akhir season iya kawan kawan match matching nya ga beres tadi saya main kalah menang satu padahal rank immortal itu keren banget,Positif
makin kesini makin buruk tanding nya makin liat settingan nya sering sekali main rank kasih lawan ai mungkin di kalah tanding nya tidak real sama player sungguh sedih game,Negatif
pas in game ping langsung merah padahal pakai hp dengan waifi sama pas buka youtube lancar pantas ratingnya turun turus udah gak nama ml makin umur game makin bagus sistem ini malah makin eror mending main game aja lah,Netral
sumpah developer nya gimana sih masalah nya selalu sama reset season awal season update jaring ping nya atas terus main game sudab sejak lama udah tahun lebih main nih game masalah tetap sama selesai update season server nya down main sih kalau lobby game ping nya rata rata an telah masuk in game jaring nya langsung down ping lebih,Netral
update sering error dh gitu buka tab event balik ke lobby muncul logo loading padahal jaring bagus dong baik cepat,Netral
sering tim dark system asli parah makin kesini makin konyol lah moonton harga lah bagai player mu baik semua mulai rebut lane kecil itu lagi kalau server down sering,Netral
tolong developer kok makin sini game mobile legends makin berat hp aku udah kuat banget buat aplikasi mobile legends lite biar biar hp nya enggak mampu nih main kalau kayak gin terus lebih baik pensi soal udah kuat banget kalau ada update an yang baru makin sini makin berat satu saat enak enak main war la situ ngeframe banget moga baca biar depan lebih baik,Positif
game nya yang eror apa gimana main aneh lag terus padahal ijo gambar sinyal terus ngetik kalo lag gimana sih sudah kali kaya gin baik dong,Negatif
apa mobile legend jaring merah ngelek nge freeze tidak gerak baik jika baik saya beri bintang,Positif
game sangat cocok orang yg tinggal cepat game kandung unsur sakit jiwa karena development nya yg suka ngasih tim ga jelas dark sistem jaring buruk bug nya banyak masih banyak lain,Negatif
banyak bug bug loading sampe loading matchmaking lagi loading matchmaking stuck terus akhir afk ketika draft pick stuck detik ingame patah patah padahal sinyal device oke harap segera fix demi nyaman main saya suka aja sama ml soal,Negatif
game nyah bagus seru kenapa kasi tim nyah ga main mulu cape dah lose streak mulu mau pensi susah mau hapus kalo dah nyaman susah ni game bikin stres susah bet mau ngehapus nyah sekali di hapus nyah besok gw download,Netral
gua player solo sangat kecewa sistem matchmaking ranked kurang adil ketemu lawan duo trio squad beda tier lawan lebih tinggi dark system maaf teman random noob amatir entah player bocah yang baru mulai main sekian terima kasih moonton bintang gua turun,Netral
game nya seru banget apa kalo main bareng sama temen saran kalo main solo tim sama lawan nya kasih imbang mimin juga kalo tim gak sesuai tanding denda nya kuat mimin,Negatif
terlalu banyak update susah player player devicenya tidak dukung tolong updatenya jangan skin skin skin skin terus coba baik server keluh lag nya dulu,Netral
makin update buka tambah betul malah tambah rusak sering banget sinyal hijau delay depa harus lebih perhati kalau mau buat game,Negatif
makin lama makin rusak game masa jaring hijau kok jalan sendiri hero nya aneh nya pas milih hero ingin ganti spill nya malah lelet nya minta ampun lama ku hapus game dri hp ku dah ram nya banyak makan memori ram dah gk sanggup ngendong game dancokkkk,Negatif
gabisa benah gabisa tingkat makin kesini makin mundur gada progres sama sekali in out game ping sinyal jumping kadang pencet skill tbtb lari sendiri gabisa improve makin lama makin jelek kasih rating jelek aja guys,Negatif
pliss deeh montoon matchmaking apaaan sih kaya sengaja bangettt ngasih tim yg bot lawan jago sengaja nyempilinn bot kalau player solo nabrak partyan pas main lag harus gak kasih afk ingat inimalah kurang point kek mana laah mksdnya deh benerin lgi jgn event mulu,Negatif
saat lag main selalu aja lama tiap gera responnya lama tunggu menit menit selalu karakter diam kesal bisa itu bikin main jadi jelek kredit skor saya turun sedikit lambat masuk,Negatif
moonton lah baik game mu sering kali loh aku ngelag pas main ga pas draftpick in game padahal aku main pake wifi loh wifi ku ga kendala sama sekali satu tolong kalo sistem matchmaking nya di baik sering kali aku main solo ranked dapet tim ga imbang tim musuh jago tim sendiri malah gabisa main kalo ga menang gapapa asal tim imbang waras kalo tetep kasih bintang buat mvp kalah,Negatif
minta ya buat sistem draft solo perhati lah tiap main tim gk ngotak semua gk main nyusah selalu itu kasih solusi lah draft khusus buat solo kaum solo rasa sirih sama draft squad tim begi banget terus jaring internet sering sendat putus dadak,Netral
tiba tiba server down ga jelas ga pencet sama sekali tau tau kalah pas lobby hubung ulang ga renti renti close malah kena pinalti menit ga jelas nih games lama lama,Netral
bagi tim adil pernah imbang player solo sangat siksa selalu pasang bot player baru tim musuh selalu sepuh sudah pakar main ubah sistem maching kembali mobile legen dulu,Negatif
game nya bagus kadang waktu mau masuk welcome to mobile legends nya gak masuk aku kasih bintang coba even lanjut mlbb x plants vs zombies seru,Positif
game mabar wajib main semua orang cocok mula anak kecil hingga dewasa rekomendasi main mobile legend sangat hibur hilang stres bosan sekian terimakasih selamat main,Netral
ayo monoton udah lama main kok kasi lostrek mulu udah deviloper kikir pelit buat nonton jaring aku bagus kok malah lah padahal jaring bagus,Positif
kualitas makin buruk pas update selalu ngelag meski layar lihat hijau an bawah sistem ga adil musuh lancar pas main ngelag parah,Negatif
iya montoon kayak game mobile legend ngak kayak dulu deh punya ku kalau udah masuk mode gem malah balik awal layar kalau udah main mode reng hero mau kendali sering kena afk padahal jaring stabil telah instal ulang masih sama kami player main selalu kena afk kurang skor,Netral
